"Udeshi S, Chattopadhyay S (2019) Grammar based directed testing of machine learning systems"
"Tian Y, Pei K, Jana S, Ray B (2018) Deeptest: Automated testing of deep-neural-network-driven autonomous cars. In: Proceedings of the 40th International Conference on Software Engineering, ICSE ’18. ACM, New York, pp 303–314. 
","doi.org/10.1145/3180155.3180220

"
"Udeshi S, Chattopadhyay S (2019) Grammar based directed testing of machine learning systems"
"Tian Y, Pei K, Jana S, Ray B (2018) Deeptest: Automated testing of deep-neural-network-driven autonomous cars. In: Proceedings of the 40th International Conference on Software Engineering, ICSE ’18. ACM, New York, pp 303–314. 
","doi.org/10.1145/3180155.3180220

"
"de Oliveira Neves V, Delamaro ME, Masiero PC (2016) Combination and mutation strategies to support test data generation in the context of autonomous vehicles. IJES 8(5/6):464–482. 
","doi.org/10.1504/IJES.2016.10001345

"
"Wolschke C, Rombach D, Liggesmeyer P, Kuhn T (2018) Mining test inputs for autonomous vehicles. In: Berns K, Dressler K, Fleischmann P, Görges D, Kalmar R, Sauer B, Stephan N, Teutsch R, Thul M (eds) Commercial vehicle technology 2018. Springer Fachmedien, Wiesbaden, pp 102–113"
"Li L, Huang W, Liu Y, Zheng N, Wang F (2016) Intelligence testing for autonomous vehicles: a new approach. IEEE Trans Intell Veh 1(2):158–166. 
","doi.org/10.1109/TIV.2016.2608003

"
"de Oliveira Neves V, Delamaro ME, Masiero PC (2016) Combination and mutation strategies to support test data generation in the context of autonomous vehicles. IJES 8(5/6):464–482. 
","doi.org/10.1504/IJES.2016.10001345

"
"Wolschke C, Rombach D, Liggesmeyer P, Kuhn T (2018) Mining test inputs for autonomous vehicles. In: Berns K, Dressler K, Fleischmann P, Görges D, Kalmar R, Sauer B, Stephan N, Teutsch R, Thul M (eds) Commercial vehicle technology 2018. Springer Fachmedien, Wiesbaden, pp 102–113"
"Kim J, Feldt R, Yoo S (2019) Guiding deep learning system testing using surprise adequacy. In: Proceedings of the 41st International Conference on Software Engineering, ICSE, pp 1039–1049"
"Ma L, Juefei-Xu F, Zhang F, Sun J, Xue M, Li B, Chen C, Su T, Li L, Liu Y, Zhao J, Wang Y (2018b) Deepgauge: Multi-granularity testing criteria for deep learning systems. In: Proceedings of the 33rd ACM/IEEE International Conference on Automated Software Engineering, ASE 2018. ACM, New York, pp 120–131. 
","doi.org/10.1145/3238147.3238202

"
"Ma L, Juefei-Xu F, Xue M, Li B, Li L, Liu Y, Zhao J (2019) Deepct: Tomographic combinatorial testing for deep learning systems. In: 2019 IEEE 26Th international conference on software analysis, evolution and reengineering (SANER). IEEE, pp 614–618"
"Sekhon J, Fleming C (2019) Towards improved testing for deep learning. In: 2019 IEEE/ACM 41St international conference on software engineering: New ideas and emerging results (ICSE-NIER), pp 85–88. 
","doi.org/10.1109/ICSE-NIER.2019.00030

"
"Sun Y, Huang X, Kroening D, Sharp J, Hill M, Ashmore R (2018a) Testing deep neural networks"
"Sun Y, Wu M, Ruan W, Huang X, Kwiatkowska M, Kroening D (2018b) Concolic testing for deep neural networks. In: Proceedings of the 33rd ACM/IEEE International Conference on Automated Software Engineering, ASE ’18. ACM, New York, pp 109–119. 
","doi.org/10.1145/3238147.3238172

"
"Pei K, Cao Y, Yang J, Jana S (2017) Deepxplore: Automated whitebox testing of deep learning systems. In: Proceedings of the 26th Symposium on Operating Systems Principles, pp 1–18"
"Shen W, Wan J, Chen Z (2018) Munn: Mutation analysis of neural networks. In: 2018 IEEE International conference on software quality, reliability and security companion (QRS-c). IEEE, pp 108–115"
"Guo J, Jiang Y, Zhao Y, Chen Q, Sun J (2018) Dlfuzz: differential fuzzing testing of deep learning systems. In: Proceedings of the 2018 ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering, ESEC/SIGSOFT FSE, pp 739–743"
